u_apercor,g_apercor,r_apercor,i_apercor,z_apercor,y_apercor,zhelio
22.711340243316503,22.092015297376825,21.102330338958783,20.763439498752284,20.466573792808965,20.31312789124143,0.38963062
26.11396745964728,25.242763734684985,23.491650343508894,22.276667749982412,21.5692304317754,21.18080449425323,0.855707
24.3356652067268,24.291240149266358,23.683982547950855,23.133797973145473,22.973620320507322,23.11868562135072,0.64983624
24.389965301443475,24.223795351321026,23.936572697309188,23.54056746998469,22.920322954500694,22.801331665778548,1.1154963
23.205801930943917,22.31595628058578,21.81699232204944,21.537593879646767,21.319357158428026,21.337757521447287,0.13429287
24.19655455281011,23.95100284585803,23.587179703494222,22.85966293787163,22.426956745654813,22.250971653151062,0.9981844
25.084678692388444,24.927595105475074,24.019201715223875,23.951023517314606,23.418474911179473,23.494758114578765,0.41803852
21.901093784529536,20.536570385772094,19.69096132012193,19.310856843803215,19.071197255286524,18.99080426263233,0.19427629
23.65647169033299,23.652188410786888,23.381446482410485,23.07046289579245,22.803672602114286,22.385321829473916,1.096385
23.85009283751226,23.72924124101771,23.076181031843433,22.67830697205204,22.549251386124386,22.157088632711364,0.73525673
26.946402396800938,25.012591609405934,23.371782475400003,22.28617872386255,21.812020892743167,21.589681810741446,0.5840853
22.9753720585942,22.05687872164683,21.59294032587903,21.378568439642255,21.28991002929863,21.512579644768735,0.14453186
23.955469818647405,23.876568806706125,23.81471939892958,23.379190249636746,23.109596163803694,23.378112165816354,0.8554755
25.045619679194377,23.27719328787443,21.688705415116342,20.78959992528393,20.352148285332653,20.22346675515051,0.51518595
22.7517469319739,22.003460962912882,21.337005405789498,21.08138717239026,20.812910963446658,20.736511134808403,0.2875213
23.917038078924506,23.819686269146857,23.23810432241822,22.68349787022223,22.575774037075835,22.317810647059346,0.73229766
23.26008555078955,23.099182082678805,22.815354707526815,22.28198615927512,22.043009872042067,21.781013473725295,0.9198687
24.713726529930945,23.454867445206467,21.81829729834988,20.69646351082194,20.01728537699045,19.973531767160743,0.855314
23.347248825982472,22.655911189545602,22.25244462898019,22.173480873429423,22.04037166071409,22.07432676501763,0.19406669
24.451070130026434,24.334251407387146,24.082469999119972,23.819943878983533,23.25028175719353,22.740200981597475,1.284409
24.49640977579188,23.820457520649313,23.037134608071124,22.847751713030547,22.810061809173362,22.550453697830903,0.41908163
22.276238535165223,20.778978612917207,19.704035935845745,19.25614866332347,18.98864591114365,18.875777947862836,0.21962859
21.8934846733175,20.438544245963957,19.2934094474877,18.820293295595548,18.55028928612214,18.45400367595223,0.2659491
22.79835287942212,22.170700661784643,21.56849280766687,21.370859664935153,21.191015369519636,21.082767127460954,0.27715555
22.342989528016858,22.025347333157768,21.495902634087976,21.576538129194436,21.259662513741144,21.506921295036193,0.33225575
22.646382731720934,20.94456151277118,19.584758587081243,19.068897069939645,18.76981193266905,18.575768446493754,0.28981394
23.78910322658156,23.835290575245466,23.55515066464424,23.421437353352264,22.78411776323055,22.41728897960416,0.7353861
24.487977205866272,24.399580885472677,24.149770820814076,23.549413411028162,23.134771174635645,23.040621627067438,0.945593
23.101093220119598,21.477995276622824,20.14883307186054,19.63770475757042,19.32960606456356,19.169588006403316,0.2900067
26.368382646401038,24.223711822221883,22.585151948807585,21.3773464878266,20.990762337788365,20.73159977860925,0.6504035
24.08322640940851,23.78775678829597,23.110120427093864,22.619687491943857,22.593216706890313,22.287375061940132,0.6510092
24.91085516763634,24.389946393690824,23.40773011753506,23.27839809632982,22.91808112675588,23.14321229196846,0.42062715
21.976360307873062,21.147230114757672,20.402014196667974,20.057603434917628,19.770836103104266,19.719835218341245,0.2581704
22.76338595598764,22.287479336038846,21.7383419332109,21.82404707860574,21.47875850447075,21.613879027983614,0.32000822
23.50357520715779,22.110665594163844,20.52764767264569,19.361995874193077,18.90523632308511,19.25212868670117,0.6848412
23.675410557832553,23.716821032586036,23.54555471824156,23.437091190357823,22.87240905005912,22.584198538212256,1.1758751
25.340325719408618,24.31071158976765,22.875660419627643,21.871275108789554,21.443756716639776,21.21575516639239,0.6471082
23.3096624014704,22.98884726098104,22.52304074873027,21.88262714222594,21.761766778505816,21.435271514429715,0.77876776
24.437606769935247,23.505317614926362,22.65901613838814,22.403678549307486,21.988336685127596,21.850514521177367,0.29379866
23.662592934288085,23.57603134898401,22.932857570611805,22.27743192295577,21.88292538902129,21.6446331453944,0.92969835
23.491221361624696,23.431057919923276,23.167923478690746,22.76056052371331,22.26674662299856,21.84343700626014,1.044864
26.29446905548046,24.974872744419653,24.04429444432937,22.975025927379168,22.482992018586803,22.17323157060506,0.82817554
24.595178598374925,24.681522894680576,24.238024500936888,23.605340033695235,23.693798656164134,23.14534485157538,0.82852465
23.190281946600695,22.53049103746773,21.453996167255102,21.136329169539557,20.903203017293404,20.6322802733373,0.4681086
22.910231934961093,22.686755911532483,21.933242389500915,21.86134190631065,21.692794612035527,21.448348216061476,0.46738178
